customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,historical_value,projected_future_value,CLV,cost_discount,cost_outreach,tenure_bucket,service_count,high_friction_payment,price_per_service
5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,70.0,1008.0,1078.0,42.0,15.0,0-6mo,0,1,70.0
3488-PGMQJ,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,606.55,1072.8,1679.35,44.7,15.0,6-12mo,1,1,37.25
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,435.4,645.84,1081.24,26.910000000000004,15.0,6-12mo,0,0,44.85
7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,1712.7,1095.84,2808.54,45.66,15.0,2-4yr,0,1,76.1
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,No,2021.2,1468.8000000000002,3490.0,36.720000000000006,15.0,2-4yr,3,0,15.3
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,No,1940.8,2083.2,4024.0,52.08,15.0,1-2yr,3,0,21.7
4847-TAJYI,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,567.8,1286.6399999999996,1854.44,53.61,15.0,6-12mo,2,1,29.78333333333333
1563-IWQEX,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,No,220.35,283.67999999999995,504.03,11.82,15.0,1-2yr,0,0,19.7
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No,20.25,291.6,311.85,12.15,15.0,0-6mo,0,0,20.25
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,No,5436.45,1825.2,7261.65,45.63,15.0,4yr+,1,1,38.025
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,3437.5,1451.5199999999998,4889.02,60.48,15.0,2-4yr,3,1,25.2
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,3015.75,1073.5199999999998,4089.27,44.73,15.0,2-4yr,3,1,18.6375
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,73.6,1059.84,1133.4399999999998,44.16,15.0,0-6mo,1,0,36.8
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,1509.8,1557.6,3067.4,38.940000000000005,15.0,1-2yr,2,0,21.633333333333336
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,396.1,1374.48,1770.58,57.27,15.0,0-6mo,2,1,31.816666666666666
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,356.65,1301.7600000000002,1658.4100000000003,54.24000000000001,15.0,0-6mo,3,1,22.6
8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,No,4109.0,1447.1999999999998,5556.2,36.18,15.0,4yr+,5,0,10.049999999999999
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,3141.7,1178.64,4320.34,49.11,15.0,2-4yr,1,0,40.925
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,1229.1,595.2,1824.3,14.880000000000004,15.0,4yr+,0,0,24.8
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,2303.35,1078.56,3381.91,44.940000000000005,15.0,2-4yr,0,1,74.9
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,2054.4,1813.2,3867.6,45.33,15.0,2-4yr,4,0,15.11
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,3741.85,1456.5600000000002,5198.41,60.69000000000001,15.0,2-4yr,3,1,25.2875
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,3682.45,1890.0,5572.45,47.25,15.0,4yr+,4,0,15.75
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,19.25,277.2,296.45,11.55,15.0,0-6mo,0,0,19.25
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,1886.25,1282.32,3168.57,53.42999999999999,15.0,1-2yr,3,1,22.2625
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,4895.1,2761.2,7656.3,69.03,15.0,2-4yr,6,0,16.435714285714287
2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,341.6,998.64,1340.2399999999998,41.61,15.0,0-6mo,0,1,69.35
7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,415.55,1160.64,1576.1899999999998,48.36,15.0,0-6mo,1,1,40.3
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,5686.4,2641.2,8327.599999999999,66.03,15.0,4yr+,5,0,18.341666666666665
3973-SKMLN,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No,1355.1,477.6,1832.7,11.94,15.0,4yr+,0,0,19.9
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,3058.65,1927.2,4985.85,48.17999999999999,15.0,2-4yr,5,0,13.383333333333333
2840-XANRC,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,2231.05,1341.36,3572.4100000000003,55.89000000000001,15.0,2-4yr,3,1,23.2875
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,3236.35,1317.6,4553.95,54.900000000000006,15.0,2-4yr,2,0,30.5
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,4350.1,1978.8,6328.900000000001,49.470000000000006,15.0,4yr+,5,0,13.741666666666667
9880-TDQAC,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,No,4264.0,1440.0,5704.0,36.0,15.0,4yr+,5,1,10.0
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,44.8,645.1199999999999,689.9199999999998,26.879999999999995,15.0,0-6mo,0,1,44.8
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,422.3,1166.4,1588.7,29.160000000000004,15.0,6-12mo,1,0,24.3
8626-PTQGE,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,4176.7,1441.1999999999998,5617.9,36.03,15.0,4yr+,5,0,10.008333333333333
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,5138.1,1478.88,6616.9800000000005,61.620000000000005,15.0,4yr+,4,0,20.54
5701-YVSVF,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,880.05,1193.76,2073.81,49.74000000000001,15.0,6-12mo,2,1,27.633333333333336
5804-LEPIM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,139.05,1013.0399999999998,1152.09,42.21,15.0,0-6mo,0,1,70.35
5697-GOMBF,Female,1,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,973.65,516.9599999999999,1490.61,21.54,15.0,2-4yr,1,1,17.95
2739-CACDQ,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,1470.05,1190.16,2660.21,49.59,15.0,1-2yr,1,0,41.325
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,No,739.35,476.4,1215.75,11.910000000000002,15.0,2-4yr,0,0,19.85
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,No,161.95,460.8,622.75,11.52,15.0,6-12mo,0,0,19.2
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No,4422.95,2277.6000000000004,6700.55,56.94,15.0,2-4yr,3,0,23.725
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,511.25,1063.4399999999998,1574.6899999999998,44.31,15.0,6-12mo,0,1,73.85
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,155.8,1160.64,1316.4399999999998,48.36,15.0,0-6mo,1,0,40.3
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,5293.95,1819.2,7113.15,45.48,15.0,4yr+,4,0,15.16
6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,4759.85,2510.4,7270.25,62.760000000000005,15.0,2-4yr,4,1,20.919999999999998
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No,6148.45,2115.6000000000004,8264.05,52.89000000000001,15.0,4yr+,6,1,12.592857142857143
7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,3565.65,1365.12,4930.77,56.88,15.0,2-4yr,3,0,23.7
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes,6603.0,1488.9600000000005,8091.96,62.040000000000006,15.0,4yr+,4,1,20.68
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No,1830.1,786.9599999999999,2617.06,32.79,15.0,2-4yr,2,0,18.216666666666665
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,6223.8,2058.0,8281.8,51.45,15.0,4yr+,6,0,12.25
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,4508.65,971.28,5479.929999999999,40.470000000000006,15.0,4yr+,3,0,16.8625
9639-BUJXT,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,No,1328.15,492.0,1820.15,12.3,15.0,4yr+,0,0,20.5
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,No,865.0,486.0,1351.0,12.15,15.0,2-4yr,0,0,20.25
0021-IKXGC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,72.1,1038.2399999999998,1110.3399999999997,43.26,15.0,0-6mo,0,1,72.1
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,168.2,1301.7600000000002,1469.9600000000005,54.24000000000001,15.0,0-6mo,2,1,30.133333333333336
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,No,1303.5,466.8,1770.3,11.67,15.0,4yr+,0,0,19.45
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,996.85,647.2800000000001,1644.13,26.97,15.0,1-2yr,2,1,14.983333333333334
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No,6430.9,2328.0,8758.9,58.2,15.0,4yr+,4,0,19.4
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,2278.75,1507.1999999999998,3785.95,37.68,15.0,2-4yr,3,0,15.7
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,681.4,1070.4,1751.8000000000002,26.76,15.0,1-2yr,0,0,44.6
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,574.35,1283.7600000000002,1858.11,53.49000000000001,15.0,6-12mo,2,1,29.71666666666667
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,371.9,1221.12,1593.02,50.88,15.0,0-6mo,2,0,28.266666666666666
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,840.1,603.3599999999999,1443.46,25.14,15.0,1-2yr,2,1,13.966666666666667
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes,846.0,1155.6,2001.6,48.150000000000006,15.0,6-12mo,1,0,40.125
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,No,889.0,779.0400000000001,1668.04,32.46,15.0,1-2yr,1,1,27.05
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,6823.4,2526.0,9349.4,63.150000000000006,15.0,4yr+,4,1,21.05
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,805.1,442.8,1247.9,18.450000000000003,15.0,2-4yr,1,0,15.375
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,4016.75,2330.4,6347.15,58.260000000000005,15.0,2-4yr,3,1,24.275
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,83.75,290.87999999999994,374.63,12.12,15.0,0-6mo,0,0,20.2
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,3959.15,2371.2,6330.35,59.28,15.0,2-4yr,4,0,19.759999999999998
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,2878.55,1207.1999999999998,4085.75,30.18,15.0,4yr+,1,0,25.15
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,945.7,493.2000000000001,1438.9,12.330000000000002,15.0,2-4yr,0,0,20.55
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,1373.05,1092.96,2466.01,45.540000000000006,15.0,1-2yr,1,0,37.95
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,492.55,1389.6,1882.15,57.900000000000006,15.0,0-6mo,3,0,24.125
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,1406.0,863.2800000000001,2269.28,35.970000000000006,15.0,1-2yr,2,0,19.983333333333334
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No,19.15,275.76,294.91,11.49,15.0,0-6mo,0,0,19.15
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,6962.85,2367.6000000000004,9330.45,59.19000000000001,15.0,4yr+,3,0,24.6625
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,8126.65,2702.4,10829.05,67.56,15.0,4yr+,6,0,16.085714285714285
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,690.25,494.4,1184.65,12.36,15.0,2-4yr,0,0,20.6
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,181.5,1233.36,1414.86,51.39000000000001,15.0,0-6mo,1,1,42.825
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,830.8,858.0,1688.8,21.450000000000003,15.0,2-4yr,2,0,11.916666666666666
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,5608.4,2394.0,8002.4,59.85000000000001,15.0,4yr+,4,0,19.95
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,3646.8,1383.8399999999997,5030.639999999999,57.66,15.0,2-4yr,3,0,24.025
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,3662.25,2042.4,5704.65,51.06,15.0,2-4yr,5,0,14.183333333333332
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,25.35,365.04,390.39,15.21,15.0,0-6mo,0,0,25.35
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,2566.5,1511.28,4077.78,62.970000000000006,15.0,2-4yr,4,0,20.990000000000002
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,5308.7,2151.6000000000004,7460.3,53.790000000000006,15.0,4yr+,6,1,12.807142857142859
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,1410.25,2082.0,3492.25,52.05,15.0,1-2yr,2,1,28.916666666666668
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,3339.05,2068.8,5407.85,51.720000000000006,15.0,2-4yr,3,0,21.55
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,50.65,729.3599999999999,780.0099999999999,30.39,15.0,0-6mo,1,0,25.325
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,4732.35,1555.1999999999998,6287.55,38.88,15.0,4yr+,6,0,9.257142857142856
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,90.85,1308.2399999999998,1399.0899999999997,54.50999999999999,15.0,0-6mo,2,0,30.28333333333333
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,5067.45,2594.4,7661.849999999999,64.86,15.0,4yr+,4,0,21.619999999999997
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,214.75,287.28,502.03,11.97,15.0,6-12mo,0,0,19.95
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,4874.7,1230.48,6105.18,51.27,15.0,4yr+,2,1,28.483333333333334
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,2348.45,1314.0,3662.45,32.85,15.0,2-4yr,5,1,9.125
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,No,4063.0,1301.7600000000002,5364.76,54.24000000000001,15.0,2-4yr,2,0,30.133333333333336
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,44.0,633.6,677.6,26.4,15.0,0-6mo,0,1,44.0
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,2595.25,1376.6399999999996,3971.89,57.36,15.0,2-4yr,2,0,31.866666666666664
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,2309.55,1221.12,3530.67,50.88,15.0,2-4yr,5,0,14.133333333333333
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,89.3,637.9199999999998,727.2199999999998,26.58,15.0,0-6mo,0,1,44.3
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No,367.55,286.55999999999995,654.1099999999999,11.94,15.0,1-2yr,0,0,19.9
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No,3944.5,1368.7199999999998,5313.219999999999,57.03,15.0,2-4yr,2,1,31.683333333333334
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,5965.95,2161.2,8127.15,54.03,15.0,4yr+,6,0,12.864285714285714
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,3694.7,1582.5600000000002,5277.26,65.94000000000001,15.0,2-4yr,5,0,18.316666666666666
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,2524.45,1064.88,3589.33,44.370000000000005,15.0,2-4yr,1,0,36.975
2519-ERQOJ,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No,1803.7,786.24,2589.94,32.760000000000005,15.0,2-4yr,4,1,10.92
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,No,415.1,481.2000000000001,896.3000000000001,12.03,15.0,1-2yr,0,0,20.05
